RCode,Orig,Dest,DepFix,Route String,DCNTR,ACNTR,TCNTRs,CoordReq,Play,NavEqp
TMBUPJM2,KTMB,TUPJ,GLAMS,KTMB MAYNR3 MAYNR GLAMS KFFER HAGIT Y290 JETSS TUPJ,ZMA,ZSA,ZMA ZSU,Y,,2
TMBUPJW0,KTMB,TUPJ,GLAMS,KTMB MELLZ2 GLAMS KFFER HAGIT Y290 JETSS TUPJ,ZMA,ZSA,ZMA ZSU,N,,2
TMBUPJZ2,KTMB,TUPJ,ZFP,KTMB FOLZZ3 ZFP SUMAC Y421 HAGIT Y290 JETSS TUPJ,ZMA,ZSA,ZMA ZSU,Y,,2
TMBVNYB0,KTMB,KVNY,DOLIE,KTMB BNGOS4 DOLIE Y280 LEV IAH DIESL WEELS MERGE CME J15 CNX EED JANNY5 KVNY,ZMA,ZLA,ZAB ZFW ZHU ZJX ZLA ZMA,N,,2
TMBVNYEW,KTMB,KVNY,BAGGS,KTMB BNGOS4 DOLIE BAGGS Y290 LEV IAH DIESL WEELS MERGE CME J15 CNX EED JANNY5 KVNY,ZMA,ZLA,ZAB ZFW ZHU ZJX ZLA ZMA,Y,,2
TMBVNYF2,KTMB,KVNY,STYMY,KTMB FLMGO2 STYMY Q77 SHRKS CABLO DEFUN J2 CEW J50 MCB CNX EED JANNY5 KVNY,ZMA,ZLA,ZAB ZFW ZHU ZJX ZLA ZMA,Y,,2
TMBVNYH0,KTMB,KVNY,SMELZ,KTMB HURCN4 SMELZ Q116 JAWJA CABLO DEFUN J2 CEW J50 MCB CNX EED JANNY5 KVNY,ZMA,ZLA,ZAB ZFW ZHU ZJX ZLA ZMA,N,,2
TMBVNYM2,KTMB,KVNY,MARCI,KTMB MAYNR3 MAYNR MARCI LEV IAH DIESL WEELS MERGE CME J15 CNX EED JANNY5 KVNY,ZMA,ZLA,ZAB ZFW ZHU ZJX ZLA ZMA,Y,,2
TMBVNYM3,KTMB,KVNY,KNOST,KTMB MAYNR3 MAYNR MARCI SHAQQ KNOST DEANR Q116 JAWJA CABLO DEFUN J2 CEW J50 MCB CNX EED JANNY5 KVNY,ZMA,ZLA,ZAB ZFW ZHU ZJX ZLA ZMA,Y,,2
TMBVNYZ2,KTMB,KVNY,ALYRA,KTMB FOLZZ3 ALYRA GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR VLKNN MEM PNH J78 DRK EED JANNY5 KVNY,ZMA,ZLA,ZAB ZFW ZJX ZLA ZMA ZME ZTL,Y,,2
TMBVSAM2,KTMB,TVSA,GLAMS,KTMB MAYNR3 MAYNR GLAMS KFFER HAGIT Y421 MEEGL GEECE TVSA,ZMA,ZSA,ZMA ZSU,Y,,2
TMBVSAW0,KTMB,TVSA,GLAMS,KTMB MELLZ2 GLAMS KFFER HAGIT Y421 MEEGL L466 GEECE TVSA,ZMA,ZSA,ZMA ZSU,N,,2
TMBVSAZ2,KTMB,TVSA,ZFP,KTMB FOLZZ3 ZFP SUMAC Y421 MEEGL GEECE TVSA,ZMA,ZSA,ZMA ZSU,Y,,2
TMBWCRM0,KTMB,MWCR,FUNDI,KTMB MAYNR3 FUNDI UM335 ALVEK UM328 UCL UG448 ATUVI MWCR,ZMA,ZSA,CZE CZW ZAN ZHU ZJX ZKC ZLC ZMA ZME ZMP,N,,2
TMBWCRW3,KTMB,MWCR,URSUS,KTMB MELLZ2 URSUS UL780 TASNO ATUVI MWCR,ZMA,ZSA,CZE CZW ZAN ZHU ZJX ZKC ZLC ZMA ZME ZMP,Y,,2
TMBYEFM2,KTMB,MYEF,GLAMS,KTMB MAYNR3 MAYNR GLAMS KFFER MYEF,ZMA,ZSA,ZMA,Y,,2
TMBYEFW0,KTMB,MYEF,GLAMS,KTMB MELLZ2 GLAMS KFFER MYEF,ZMA,ZSA,ZMA,N,,2
TMBYEFZ2,KTMB,MYEF,ZFP,KTMB FOLZZ3 ZFP SUMAC MYEF,ZMA,ZSA,ZMA,Y,,2
TMBYEHM2,KTMB,MYEH,GLAMS,KTMB MAYNR3 MAYNR GLAMS SANNS MYEH,ZMA,ZSA,ZMA,Y,,2
TMBYEHW0,KTMB,MYEH,GLAMS,KTMB MELLZ2 GLAMS SANNS MYEH,ZMA,ZSA,ZMA,N,,2
TMBYEHZ2,KTMB,MYEH,ZFP,KTMB FOLZZ3 ZFP MYEH,ZMA,ZSA,ZMA,Y,,2
TMBYNNM2,KTMB,MYNN,GLAMS,KTMB MAYNR3 MAYNR GLAMS SANNS MYNN,ZMA,ZSA,ZMA,Y,,2
TMBYNNW0,KTMB,MYNN,GLAMS,KTMB MELLZ2 GLAMS SANNS MYNN,ZMA,ZSA,ZMA,N,,2
TMBYNNZ2,KTMB,MYNN,ZFP,KTMB FOLZZ3 ZFP HANKX MYNN,ZMA,ZSA,ZMA,Y,,2
TMBYOWA0,KTMB,CYOW,DUCEN,KTMB ALTNN2 DUCEN Q87 LCAPE THEOO AML Q227 STUBN SYR ART DEANS4 CYOW,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY ZOB,N,,2
TMBYOWH2,KTMB,CYOW,KPASA,KTMB HURCN4 KPASA Q99 CAMJO Q109 PANDY ELLDE Q97 PAACK JAMIE Q133 CAM BUGSY DEANS4 CYOW,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY,Y,,3
TMBYOWM2,KTMB,CYOW,KNOST,KTMB MAYNR3 MAYNR MARCI SHAQQ KNOST DEANR CAMJO Q109 PANDY ELLDE Q97 PAACK JAMIE Q133 CAM BUGSY DEANS4 CYOW,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY,Y,,2
TMBYOWZ0,KTMB,CYOW,ALYRA,KTMB FOLZZ3 ALYRA GRUBR Y299 SEELO GARIC Q129 THEOO AML Q227 STUBN SYR ART DEANS4 CYOW,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY ZOB,N,,2
TMBYULA0,KTMB,CYUL,DUCEN,KTMB ALTNN2 DUCEN Q87 JROSS ELLDE Q97 PAACK JAMIE Q133 PBERG CARTR5 CYUL,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY,N,,2
TMBYULH2,KTMB,CYUL,KPASA,KTMB HURCN4 KPASA Q99 CAMJO Q109 PANDY ELLDE Q97 PAACK JAMIE Q133 PBERG CARTR5 CYUL,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY,Y,,2
TMBYULM2,KTMB,CYUL,KNOST,KTMB MAYNR3 MAYNR MARCI SHAQQ KNOST DEANR CAMJO Q109 PANDY ELLDE Q97 PAACK JAMIE Q133 PBERG CARTR5 CYUL,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY,Y,,2
TMBYULZ0,KTMB,CYUL,ALYRA,KTMB FOLZZ3 ALYRA GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE Q133 PBERG CARTR5 CYUL,ZMA,CZU,CZU ZBW ZDC ZJX ZMA ZNY,N,,2
TMBYWGF0,KTMB,CYWG,STYMY,KTMB FLMGO2 STYMY Q77 WIGVO VXV IIU J89 DLH NORAK NORAK6 CYWG,ZMA,CZW,CZW ZAU ZID ZJX ZMA ZMP ZTL,N,,2
TMBYWGF2,KTMB,CYWG,STYMY,KTMB FLMGO2 STYMY Q77 SHRKS THRSR NORAK NORAK6 CYWG,ZMA,CZW,CZW ZAU ZID ZJX ZKC ZMA ZME ZMP ZTL,Y,,2
TMBYWGH2,KTMB,CYWG,KPASA,KTMB HURCN4 KPASA Q118 THRSR NORAK NORAK6 CYWG,ZMA,CZW,CZW ZAU ZID ZJX ZKC ZMA ZME ZMP ZTL,Y,,2
TMBYWGM2,KTMB,CYWG,KNOST,KTMB MAYNR3 MAYNR MARCI SHAQQ KNOST DEANR BRUTS Q118 THRSR NORAK NORAK6 CYWG,ZMA,CZW,CZW ZAU ZID ZJX ZKC ZMA ZME ZMP ZTL,Y,,2
TMBYWGZ0,KTMB,CYWG,ALYRA,KTMB FOLZZ3 ALYRA PELCN Y309 FLRDA OGGRE Y436 DEDDY QUIWE VXV J99 IIU J89 DLH NORAK NORAK6 CYWG,ZMA,CZW,CZW ZAU ZID ZJX ZMA ZMP ZTL,N,,2
TMBYWGZ2,KTMB,CYWG,ALYRA,KTMB FOLZZ3 ALYRA GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR VXV NORAK NORAK6 CYWG,ZMA,CZW,CZW ZAU ZID ZJX ZMA ZMP ZTL,Y,,2
TMBYYZA0,KTMB,CYYZ,DUCEN,KTMB ALTNN2 DUCEN Q87 VIYAP Q69 RICCS OXMAN LINNG3 CYYZ,ZMA,CZY,CZY ZDC ZJX ZMA ZOB ZTL,N,,2
TMBYYZH2,KTMB,CYYZ,KPASA,KTMB HURCN4 KPASA Q99 BLAAN Q69 RICCS OXMAN LINNG3 CYYZ,ZMA,CZY,CZY ZDC ZJX ZMA ZOB ZTL,Y,,2
TMBYYZM2,KTMB,CYYZ,KNOST,KTMB MAYNR3 MAYNR MARCI SHAQQ KNOST DEANR CAMJO Q99 BLAAN Q69 RICCS OXMAN LINNG3 CYYZ,ZMA,CZY,CZY ZDC ZJX ZMA ZOB ZTL,Y,,2
TMBYYZZ0,KTMB,CYYZ,ALYRA,KTMB FOLZZ3 ALYRA GRUBR Y299 SEELO GARIC Q129 PYTON WOZEE LINNG3 CYYZ,ZMA,CZY,CZY ZDC ZJX ZMA ZOB,N,,2
TMBZBZM0,KTMB,MZBZ,MAXIM,KTMB MAYNR3 MAXIM NUKAN HECAT ALSUP UT51 ANEPU UB764 BZE MZBZ,ZMA,ZSA,ZMA,N,,2
TMBZBZW2,KTMB,MZBZ,URSUS,KTMB MELLZ2 URSUS UP406 BILSI NUKAN HECAT ALSUP UT51 ANEPU UB764 BZE MZBZ,ZMA,ZSA,ZMA,Y,,2
TOLFRGN1,KTOL,KFRG,DJB,KTOL DJB JHW Q82 MEMMS PUCKY1 KFRG,ZOB,ZNY,ZBW ZNY ZOB,N,,3
TOLFRGP1,KTOL,KFRG,DJB,KTOL DJB JHW Q476 WLKES PUCKY1 KFRG,ZOB,ZNY,ZNY ZOB,N,,2
TOLHPNP1,KTOL,KHPN,DJB,KTOL DJB JHW Q82 MEMMS DANZI VALRE1 KHPN,ZOB,ZNY,ZBW ZOB,N,,2
TOLMMUBS,KTOL,KMMU,DJB,KTOL DJB JHW MERLN EXTOL HNK V167 WEARD V489 COATE KMMU,ZOB,ZNY,ZBW ZNY ZOB,Y,,2
TOLMMUP1,KTOL,KMMU,DJB,KTOL DJB JHW LVZ5 KMMU,ZOB,ZNY,ZNY ZOB,N,,2
TOLORDN1,KTOL,KORD,MUDHN,KTOL MUDHN LLTCH IIICE SMUUV WYNDE3 KORD,ZOB,ZAU,ZAU ZOB,Y,,2
TOLORDP1,KTOL,KORD,ILLIE,KTOL ILLIE NOLNN Q62 WATSN WATSN4 KORD,ZOB,ZAU,ZAU ZOB,N,,3
TOLTEBBS,KTOL,KTEB,DJB,KTOL DJB JHW MERLN EXTOL HNK V167 WEARD V489 COATE KTEB,ZOB,ZNY,ZBW ZNY ZOB,Y,,2
TOLTEBP1,KTOL,KTEB,DJB,KTOL DJB JHW LVZ5 KTEB,ZOB,ZNY,ZNY ZOB,N,,2
TOLUNVPS,KTOL,KUNV,DJB,KTOL DJB TEESY MIGET PSB KUNV,ZOB,ZNY,ZNY ZOB,N,,2
TPAABEB0,KTPA,KABE,CAMJO,KTPA BAYPO2 CAMJO Q99 BLAAN Q69 ILLSA COURG BAMMY T299 DUMMR KABE,ZMA,ZNY,ZDC ZJX ZNY ZTL,N,,2
TPAABEC0,KTPA,KABE,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC Q129 THEOO COURG BAMMY T299 DUMMR KABE,ZMA,ZNY,ZDC ZJX ZMA ZNY,N,,2
TPAACYB0,KTPA,KACY,CAMJO,KTPA BAYPO2 CAMJO Q109 PANDY RAPZZ Q135 RREGG Q117 SAWED Q97 ZJAAY RADDS SIE KACY,ZMA,ZDC,ZDC ZJX,N,,2
TPAACYC0,KTPA,KACY,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO SAWED Q97 ZJAAY RADDS SIE KACY,ZMA,ZDC,ZDC ZJX ZMA,N,,2
TPAADSD0,KTPA,KADS,FROOT,KTPA DORMR3 FROOT ROZZI Y280 REDFN Q105 HRV J58 AEX PNUTS EESAT4 KADS,ZMA,ZFW,ZFW ZHU ZJX ZMA,N,,2
TPAADSE0,KTPA,KADS,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 CEW J50 AEX PNUTS EESAT4 KADS,ZMA,ZFW,ZFW ZHU ZJX,N,,2
TPAAGSB0,KTPA,KAGS,CAMJO,KTPA BAYPO2 CAMJO WIGVO KAGS,ZMA,ZTL,ZJX ZTL,N,,2
TPAAGSC0,KTPA,KAGS,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY KAGS,ZMA,ZTL,ZJX ZMA ZTL,N,,2
TPAALBB0,KTPA,KALB,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 LLUND TRUDE V487 CANAN KALB,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,2
TPAALBC0,KTPA,KALB,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE Q133 JFK LLUND TRUDE V487 CANAN KALB,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,2
TPAAPAC2,KTPA,TAPA,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y290 ELOPO B520 ANU TAPA,ZMA,ZSA,ZDV ZJX ZKC ZMA ZME ZSU ZTL ZWY,Y,,2
TPAAPAG0,KTPA,TAPA,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 ELOPO B520 ANU TAPA,ZMA,ZSA,ZDV ZJX ZKC ZMA ZME ZSU ZTL ZWY,N,,2
TPAASEC2,KTPA,KASE,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR HANKO MEM ICT GCK MMUTT HAREI1 KASE,ZMA,ZDV,ZDV ZJX ZKC ZMA ZME ZTL,Y,,2
TPAASED0,KTPA,KASE,FROOT,KTPA DORMR3 FROOT ROZZI Y280 REDFN Q105 HRV ICT GCK MMUTT HAREI1 KASE,ZMA,ZDV,ZDV ZFW ZHU ZJX ZKC ZMA ZME,N,,2
TPAASEE0,KTPA,KASE,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO ICT GCK MMUTT HAREI1 KASE,ZMA,ZDV,ZDV ZJX ZKC ZME ZTL,N,,2
TPAATLB2,KTPA,KATL,CAMJO,KTPA BAYPO2 CAMJO LAIRI LARZZ JJEDI4 KATL,ZMA,ZTL,ZJX ZTL,Y,,2
TPAATLB3,KTPA,KATL,CAMJO,KTPA BAYPO2 CAMJO LAIRI LARZZ SITTH3 KATL,ZMA,ZTL,ZJX ZTL,Y,,2
TPAATLC0,KTPA,KATL,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY HOTHH JJEDI4 KATL,ZMA,ZTL,ZJX ZMA ZTL,N,,2
TPAATLC1,KTPA,KATL,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY HOTHH SITTH3 KATL,ZMA,ZTL,ZJX ZMA ZTL,N,,2
TPAATLE0,KTPA,KATL,AMORY,KTPA ENDED2 ENDED LACEN AMORY Q110 DAWWN BEORN GNDLF3 KATL,ZMA,ZTL,ZJX ZTL,N,,2
TPAATLE1,KTPA,KATL,AMORY,KTPA ENDED2 ENDED LACEN AMORY Q110 DAWWN BEORN HOBTT3 KATL,ZMA,ZTL,ZJX ZTL,N,,2
TPAAUSC2,KTPA,KAUS,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY MGMRY GARTS LCH WEEED WLEEE7 KAUS,ZMA,ZHU,ZHU ZJX ZMA ZTL,Y,,2
TPAAUSD0,KTPA,KAUS,FROOT,KTPA DORMR3 FROOT BUNNZ Y290 LEV LCH WEEED WLEEE7 KAUS,ZMA,ZHU,ZHU ZJX ZMA,N,,2
TPAAUSE0,KTPA,KAUS,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 LCH Q24 MOLLR DBOYS WLEEE7 KAUS,ZMA,ZHU,ZHU ZJX,N,,2
TPAAVLB0,KTPA,KAVL,CAMJO,KTPA BAYPO2 CAMJO TWINS PLYRR KAVL,ZMA,ZTL,ZJX ZTL,N,,2
TPAAVPB0,KTPA,KAVP,CAMJO,KTPA BAYPO2 CAMJO Q99 BLAAN Q69 ILLSA COURG LOYDD GAAPP LVZ KAVP,ZMA,ZNY,ZDC ZJX ZNY ZTL,N,,2
TPABCTC2,KTPA,KBCT,STEPP,KTPA CROWD8 CROWD CRMIN STEPP BORRD CPTAN4 KBCT,ZMA,ZMA,ZJX ZMA,Y,,2
TPABCTG0,KTPA,KBCT,SABEE,KTPA GANDY8 SABEE VUUDU2 KBCT,ZMA,ZMA,ZJX ZMA,N,,2
TPABDLB0,KTPA,KBDL,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 DPK DPK3 KBDL,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,2
TPABDLC0,KTPA,KBDL,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE Q481 DPK DPK3 KBDL,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,2
TPABDRB0,KTPA,KBDR,CAMJO,KTPA BAYPO2 CAMJO Q109 DFENC SAWED KALDA SARDI1 KBDR,ZMA,ZNY,ZBW ZDC ZJX ZNY,N,,2
TPABDRC0,KTPA,KBDR,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA SARDI1 KBDR,ZMA,ZNY,ZBW ZDC ZJX ZMA ZNY,N,,2
TPABEDB0,KTPA,KBED,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 DPK DREEM3 KBED,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,2
TPABEDC0,KTPA,KBED,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA Q97 HEADI CCC YANTC DREEM3 KBED,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,2
TPABGMB0,KTPA,KBGM,CAMJO,KTPA BAYPO2 CAMJO Q99 BLAAN Q69 RICCS JST ELZ KBGM,ZMA,ZNY,ZDC ZJX ZNY ZOB ZTL,N,,2
TPABGMC0,KTPA,KBGM,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC Q129 THEOO AML Q227 STUBN KBGM,ZMA,ZNY,ZDC ZJX ZMA ZNY,N,,2
TPABGRB0,KTPA,KBGR,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 FOXWD BOS KBGR,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,2
TPABGRC0,KTPA,KBGR,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA Q97 CCC FOXWD BOS KBGR,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,2
TPABHMC2,KTPA,KBHM,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY WANDS KBHM,ZMA,ZTL,ZJX ZMA ZTL,Y,,2
TPABHME0,KTPA,KBHM,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 DEEDA WANDS KBHM,ZMA,ZTL,ZJX ZTL,N,,2
TPABLMB0,KTPA,KBLM,CAMJO,KTPA BAYPO2 CAMJO Q109 PANDY RAPZZ Q135 RREGG Q117 SAWED Q97 ZJAAY WAALK2 KBLM,ZMA,ZNY,ZDC ZJX ZNY,N,,2
TPABLMC0,KTPA,KBLM,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA ZJAAY WAALK2 KBLM,ZMA,ZNY,ZDC ZJX ZMA ZNY,N,,2
TPABNAB0,KTPA,KBNA,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR SWFFT3 KBNA,ZMA,ZME,ZJX ZME ZTL,N,,2
TPABNAC2,KTPA,KBNA,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR SWFFT3 KBNA,ZMA,ZME,ZJX ZMA ZME ZTL,Y,,2
TPABOSB0,KTPA,KBOS,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 RBV Q419 JFK ROBUC3 KBOS,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,2
TPABOSC0,KTPA,KBOS,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE Q133 JFK ROBUC3 KBOS,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,2
TPABPBC2,KTPA,TBPB,MZULO,KTPA CROWD8 CROWD CRMIN MZULO HAGIT Y421 MEEGL ILURI A555 BGI TBPB,ZMA,ZSA,ZJX ZMA ZSU,Y,,2
TPABPBG0,KTPA,TBPB,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 HAGIT Y421 MEEGL ILURI A555 BGI TBPB,ZMA,ZSA,ZJX ZMA ZSU,N,,2
TPABPVC2,KTPA,MBPV,MZULO,KTPA CROWD8 CROWD CRMIN MZULO SOLEI MBPV,ZMA,ZSA,ZJX ZMA,Y,,2
TPABPVG0,KTPA,MBPV,SAXXN,KTPA GANDY8 SABEE FERAL CUURT SAXXN Y290 BITAC SOLEI MBPV,ZMA,ZSA,ZJX ZMA,N,,2
TPABTRC2,KTPA,KBTR,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY MGMRY SJI KBTR,ZMA,ZHU,ZHU ZJX ZMA ZTL,Y,,2
TPABTRE0,KTPA,KBTR,PATOY,KTPA ENDED2 ENDED LACEN PATOY Q116 JAWJA CABLO DEFUN J2 SJI KBTR,ZMA,ZHU,ZHU ZJX,N,,2
TPABTVB0,KTPA,KBTV,CAMJO,KTPA BAYPO2 CAMJO Q99 POLYY DADDS Q87 GEARS BBOBO Q22 LLUND BIZEX CAM GRNMT KBTV,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,3
TPABTVC0,KTPA,KBTV,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO WAALT Q131 EARZZ JAMIE Q133 CAM GRNMT KBTV,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,3
TPABUFB0,KTPA,KBUF,CAMJO,KTPA BAYPO2 CAMJO Q99 BLAAN Q69 RICCS EWC DKK KBUF,ZMA,ZOB,ZDC ZJX ZOB ZTL,N,,2
TPABUFC0,KTPA,KBUF,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC Q129 PYTON BENEE KBUF,ZMA,ZOB,ZDC ZJX ZMA ZOB,N,,2
TPABVYB0,KTPA,KBVY,CAMJO,KTPA BAYPO2 CAMJO Q109 DFENC SAWED Q97 HEADI CCC YANTC DREEM3 KBVY,ZMA,ZBW,ZBW ZDC ZJX ZNY,N,,2
TPABVYC0,KTPA,KBVY,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS PELCN Y309 FLRDA SAGGY CHIEZ Q161 KALDA Q97 HEADI CCC YANTC DREEM3 KBVY,ZMA,ZBW,ZBW ZDC ZJX ZMA ZNY,N,,2
TPABWIB0,KTPA,KBWI,CAMJO,KTPA BAYPO2 CAMJO Q99 OGRAE GOOOB THHMP RAVNN9 KBWI,ZMA,ZDC,ZDC ZJX,N,,2
TPABWIC0,KTPA,KBWI,LENDS,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO GARIC ZORDO Q111 RUKRR THHMP RAVNN9 KBWI,ZMA,ZDC,ZDC ZJX ZMA,N,,2
TPACAEB0,KTPA,KCAE,CAMJO,KTPA BAYPO2 CAMJO KCAE,ZMA,ZJX,ZJX,N,,2
TPACAEC2,KTPA,KCAE,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY KCAE,ZMA,ZJX,ZJX ZMA,Y,,2
TPACAKB0,KTPA,KCAK,CAMJO,KTPA BAYPO2 CAMJO IRQ BURGG Q147 HVQ JPU ZZIPS1 KCAK,ZMA,ZOB,ZID ZJX ZOB ZTL,N,,2
TPACAKC2,KTPA,KCAK,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY IRQ BURGG Q147 HVQ JPU ZZIPS1 KCAK,ZMA,ZOB,ZID ZJX ZMA ZOB ZTL,Y,,2
TPACELC2,KTPA,SCEL,MZULO,KTPA CROWD8 CROWD CRMIN MZULO URSUS UL780 SULNA UT315 TOY SCEL,ZMA,ZSA,ZJX ZKC ZMA ZME ZTL,Y,,2
TPACELG0,KTPA,SCEL,URSUS,KTPA GANDY8 SABEE FERAL CUURT ELLEE URSUS UL780 SULNA UT315 TOY SCEL,ZMA,ZSA,ZJX ZKC ZMA ZME ZTL,N,,2
TPACEUB0,KTPA,KCEU,CAMJO,KTPA BAYPO2 CAMJO KCEU,ZMA,ZTL,ZJX ZTL,N,,2
TPACEUC2,KTPA,KCEU,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY KCEU,ZMA,ZTL,ZJX ZMA ZTL,Y,,2
TPACGFB0,KTPA,KCGF,CAMJO,KTPA BAYPO2 CAMJO IRQ BURGG Q147 HVQ JANYS ROLLN2 KCGF,ZMA,ZOB,ZID ZJX ZOB ZTL,N,,2
TPACGFC2,KTPA,KCGF,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY IRQ BURGG Q147 HVQ JANYS ROLLN2 KCGF,ZMA,ZOB,ZID ZJX ZMA ZOB ZTL,Y,,2
TPACHAB0,KTPA,KCHA,BRUTS,KTPA ENDED2 ENDED LACEN BRUTS Q118 THRSR KCHA,ZMA,ZTL,ZJX ZTL,N,,2
TPACHAC2,KTPA,KCHA,OGGRE,KTPA CROWD8 CROWD CRMIN MZULO HESTA LENDS GRUBR Y299 SEELO OGGRE Y436 DEDDY THRSR KCHA,ZMA,ZTL,ZJX ZMA ZTL,Y,,2
TPACHOB0,KTPA,KCHO,CAMJO,KTPA BAYPO2 CAMJO Q99 BLAAN SARKY Q113 AARNN NEAVL KCHO,ZMA,ZDC,ZDC ZJX,N,,2
